CROPS,SOIL,N,P,K,TEMP,RELATIVE_HUMIDITY,SOIL_PH
radish,well-grained deep loamy moist soil,92.1,48.7,51.7,12.4,97.7,6.5
radish,Alluvial soil,95.1,55.1,53.4,16.3,98.5,5.7
radish,well-grained deep loamy moist soil,68.2,47.5,48.7,11.6,97.2,6.6
radish,Alluvial soil,66.1,52.7,46.6,16.6,96.1,6.5
radish,well-grained deep loamy moist soil,82.4,49.2,46.0,16.6,95.3,6.3
radish,Alluvial soil,89.5,53.7,48.4,15.4,98.6,5.8
radish,well-grained deep loamy moist soil,80.3,51.4,40.8,12.4,95.4,6.4
radish,Alluvial soil,89.5,43.2,49.6,17.5,95.1,5.5
radish,well-grained deep loamy moist soil,98.1,46.3,48.0,13.3,96.2,6.0
radish,Alluvial soil,74.2,51.9,46.8,15.4,97.5,6.0
radish,well-grained deep loamy moist soil,72.3,59.5,59.7,15.8,95.9,5.6
radish,Alluvial soil,92.4,52.1,52.3,11.1,97.9,6.7
radish,well-grained deep loamy moist soil,94.1,40.3,47.2,13.2,99.4,6.3
radish,Alluvial soil,80.3,51.0,40.1,17.3,95.9,5.6
radish,well-grained deep loamy moist soil,66.6,56.8,52.8,11.9,97.9,6.5
radish,Alluvial soil,61.7,58.8,57.4,10.3,97.1,5.9
radish,well-grained deep loamy moist soil,67.1,49.4,41.2,17.2,96.4,5.7
radish,Alluvial soil,81.6,47.6,59.4,14.8,97.4,6.1
radish,well-grained deep loamy moist soil,95.1,44.7,55.6,16.4,95.2,5.6
radish,Alluvial soil,99.7,55.8,42.0,15.3,99.0,5.7
radish,well-grained deep loamy moist soil,70.8,58.2,56.6,15.9,97.2,6.2
radish,Alluvial soil,86.3,50.8,57.4,11.9,97.6,6.4
radish,well-grained deep loamy moist soil,81.7,50.8,49.0,10.1,95.9,6.4
radish,Alluvial soil,78.9,42.2,51.1,16.8,96.3,5.6
radish,well-grained deep loamy moist soil,83.2,48.1,52.4,11.3,99.4,5.8
radish,Alluvial soil,80.3,43.2,40.7,16.8,97.6,6.3
radish,well-grained deep loamy moist soil,81.9,45.7,58.8,13.7,97.1,6.2
radish,Alluvial soil,75.3,40.7,49.5,13.7,98.7,6.0
radish,well-grained deep loamy moist soil,89.2,42.8,56.7,15.6,97.7,5.7
radish,Alluvial soil,67.7,59.6,50.5,17.6,98.2,6.1
radish,well-grained deep loamy moist soil,91.8,54.8,55.4,17.6,96.9,5.5
radish,Alluvial soil,73.4,50.0,52.4,10.6,95.6,6.8
radish,well-grained deep loamy moist soil,64.8,53.5,55.6,11.7,96.9,6.0
radish,Alluvial soil,91.9,48.1,47.4,14.9,95.7,5.6
radish,well-grained deep loamy moist soil,80.9,53.3,56.2,16.2,99.6,6.4
radish,Alluvial soil,63.4,56.5,47.2,16.7,95.8,5.6
radish,well-grained deep loamy moist soil,85.2,46.9,59.5,14.9,97.7,5.8
radish,Alluvial soil,65.4,42.8,46.9,17.8,99.9,6.6
radish,well-grained deep loamy moist soil,92.7,59.6,42.0,10.3,95.7,6.4
radish,Alluvial soil,62.2,57.2,59.1,10.4,99.7,5.5
radish,well-grained deep loamy moist soil,62.1,53.3,50.0,13.8,96.7,6.7
radish,Alluvial soil,73.4,47.5,44.4,16.8,95.9,6.7
radish,well-grained deep loamy moist soil,94.4,55.4,49.1,12.0,99.7,6.0
radish,Alluvial soil,82.7,43.4,48.4,12.9,98.3,6.4
radish,well-grained deep loamy moist soil,75.6,58.5,47.8,12.8,97.4,5.5
radish,Alluvial soil,93.5,42.3,41.5,13.7,95.4,6.1
radish,well-grained deep loamy moist soil,84.7,47.7,43.9,12.0,99.3,6.0
radish,Alluvial soil,81.6,45.5,53.5,15.1,95.4,6.3
radish,well-grained deep loamy moist soil,79.5,41.9,54.2,16.0,99.4,6.5
radish,Alluvial soil,97.5,51.1,56.1,10.9,98.6,6.2
radish,well-grained deep loamy moist soil,83.8,59.6,57.7,13.7,96.4,6.2
radish,Alluvial soil,80.2,50.5,50.5,14.1,96.8,6.2
radish,well-grained deep loamy moist soil,80.8,53.3,43.8,13.3,97.4,5.7
radish,Alluvial soil,87.7,57.3,59.2,11.2,98.8,5.8
radish,well-grained deep loamy moist soil,74.4,56.7,46.3,11.2,95.9,6.7
radish,Alluvial soil,66.7,55.7,43.9,15.4,99.4,5.8
radish,well-grained deep loamy moist soil,83.8,52.3,56.4,13.8,97.5,6.0
radish,Alluvial soil,71.3,42.2,58.4,15.1,99.4,5.8
radish,well-grained deep loamy moist soil,77.5,44.7,56.8,15.4,98.0,5.6
radish,Alluvial soil,79.6,49.2,55.4,13.5,95.9,6.7
radish,well-grained deep loamy moist soil,71.9,49.7,58.8,16.7,96.9,5.9
radish,Alluvial soil,96.2,58.2,47.1,13.3,95.1,5.7
radish,well-grained deep loamy moist soil,99.9,47.2,45.5,14.0,97.8,5.9
radish,Alluvial soil,63.5,59.5,59.0,15.4,96.9,5.7
radish,well-grained deep loamy moist soil,84.5,55.6,52.5,11.0,96.1,5.6
radish,Alluvial soil,68.9,49.0,45.1,13.5,96.1,6.4
radish,well-grained deep loamy moist soil,70.8,48.9,46.5,12.2,97.9,5.9
radish,Alluvial soil,90.7,56.3,50.3,16.4,95.3,6.7
radish,well-grained deep loamy moist soil,61.2,58.8,50.1,10.3,97.6,6.8
radish,Alluvial soil,97.7,40.0,59.1,12.3,97.3,6.3
radish,well-grained deep loamy moist soil,82.8,57.6,57.5,13.2,97.5,6.7
radish,Alluvial soil,88.7,58.6,54.4,17.7,96.7,6.5
radish,well-grained deep loamy moist soil,86.4,51.6,49.5,10.8,96.7,5.9
radish,Alluvial soil,99.7,47.4,57.2,11.0,99.1,5.7
radish,well-grained deep loamy moist soil,71.1,41.6,47.1,15.9,98.1,6.3
radish,Alluvial soil,96.3,40.9,47.1,13.5,99.3,6.7
radish,well-grained deep loamy moist soil,89.6,48.2,57.1,15.5,98.4,5.9
radish,Alluvial soil,95.6,40.8,50.4,11.4,98.5,6.1
radish,well-grained deep loamy moist soil,96.5,59.3,43.9,10.8,98.4,6.1
radish,Alluvial soil,95.2,40.5,49.2,11.7,97.9,6.4
radish,well-grained deep loamy moist soil,77.1,55.3,55.5,10.8,95.7,5.8
radish,Alluvial soil,63.6,48.1,46.0,10.8,98.2,6.0
radish,well-grained deep loamy moist soil,64.4,45.4,47.8,14.7,98.6,6.7
radish,Alluvial soil,92.9,57.2,45.3,11.0,99.1,6.5
radish,well-grained deep loamy moist soil,74.6,43.2,57.2,11.3,98.0,5.6
radish,Alluvial soil,63.6,45.5,40.8,14.9,98.8,5.9
radish,well-grained deep loamy moist soil,89.6,48.8,55.3,10.5,97.2,6.6
radish,Alluvial soil,67.3,42.9,54.3,16.1,96.6,5.5
radish,well-grained deep loamy moist soil,81.9,43.6,48.1,16.8,98.9,6.6
radish,Alluvial soil,80.0,53.1,45.5,10.6,95.0,6.4
radish,well-grained deep loamy moist soil,88.5,55.2,54.2,14.4,98.1,5.9
radish,Alluvial soil,96.2,48.8,56.1,14.7,96.9,6.3
radish,well-grained deep loamy moist soil,80.8,42.4,42.6,13.5,96.3,5.9
radish,Alluvial soil,93.5,41.1,51.4,16.7,96.7,6.0
radish,well-grained deep loamy moist soil,60.5,49.3,57.9,13.5,98.9,5.8
radish,Alluvial soil,66.4,47.2,53.2,15.8,96.6,6.6
radish,well-grained deep loamy moist soil,78.5,52.2,55.7,14.8,98.4,6.7
radish,Alluvial soil,84.7,46.9,47.2,12.9,99.1,6.1
radish,well-grained deep loamy moist soil,88.9,58.9,49.1,16.1,99.7,6.2
radish,Alluvial soil,64.5,44.7,43.4,12.5,99.7,5.8
radish,well-grained deep loamy moist soil,63.4,53.7,51.9,14.9,95.0,6.7
radish,Alluvial soil,85.5,55.9,40.6,13.1,98.3,5.6
radish,well-grained deep loamy moist soil,75.9,52.5,44.8,14.7,95.8,6.4
radish,Alluvial soil,76.9,48.0,41.5,17.1,96.5,6.5
radish,well-grained deep loamy moist soil,62.8,42.6,57.6,13.4,99.7,5.7
radish,Alluvial soil,74.0,49.2,51.0,11.2,99.8,6.1
radish,well-grained deep loamy moist soil,95.3,42.1,55.1,10.7,97.6,6.0
radish,Alluvial soil,98.6,46.7,57.3,17.8,95.4,5.6
radish,well-grained deep loamy moist soil,70.3,55.6,51.4,16.1,97.8,6.6
radish,Alluvial soil,94.0,52.0,42.0,16.3,95.7,6.4
radish,well-grained deep loamy moist soil,89.3,52.5,58.6,10.7,98.9,6.5
radish,Alluvial soil,80.8,52.9,47.7,14.9,98.3,5.6
radish,well-grained deep loamy moist soil,63.1,41.0,44.5,10.5,95.0,6.1
radish,Alluvial soil,89.0,40.3,46.2,17.9,95.5,6.4
radish,well-grained deep loamy moist soil,66.5,58.5,52.4,17.9,97.6,5.6
radish,Alluvial soil,67.9,44.9,54.0,14.7,95.9,5.8
radish,well-grained deep loamy moist soil,94.8,58.8,47.5,10.3,99.6,5.6
radish,Alluvial soil,92.6,46.6,58.7,17.5,99.6,6.5
radish,well-grained deep loamy moist soil,92.6,48.7,47.9,16.4,95.7,5.7
radish,Alluvial soil,78.4,55.6,52.4,10.0,96.6,6.1
radish,well-grained deep loamy moist soil,80.7,58.3,47.3,13.4,99.1,5.8
radish,Alluvial soil,79.2,47.0,48.0,17.7,95.1,6.0
radish,well-grained deep loamy moist soil,88.4,54.7,55.7,10.7,99.3,5.9
radish,Alluvial soil,81.1,53.7,48.3,16.9,99.9,6.1
radish,well-grained deep loamy moist soil,96.0,46.8,46.5,15.7,99.3,5.7
radish,Alluvial soil,95.1,59.7,49.0,13.5,95.5,6.1
radish,well-grained deep loamy moist soil,91.7,43.5,48.3,10.2,98.5,6.6
radish,Alluvial soil,91.5,59.6,50.6,15.3,98.8,5.9
radish,well-grained deep loamy moist soil,92.6,59.9,50.2,12.7,99.0,5.7
radish,Alluvial soil,90.8,54.3,46.4,16.8,96.8,6.3
radish,well-grained deep loamy moist soil,78.1,54.5,49.4,10.3,96.5,5.8
radish,Alluvial soil,84.2,59.8,58.2,11.7,99.2,6.6
radish,well-grained deep loamy moist soil,75.7,49.6,40.8,14.7,98.9,6.4
radish,Alluvial soil,92.6,56.6,55.1,14.8,95.2,6.3
radish,well-grained deep loamy moist soil,93.0,54.4,52.5,13.1,98.9,5.9
radish,Alluvial soil,63.1,59.3,57.5,12.2,99.1,6.2
radish,well-grained deep loamy moist soil,70.9,42.3,51.1,17.3,99.0,6.7
radish,Alluvial soil,64.5,42.7,58.2,16.5,95.3,6.2
radish,well-grained deep loamy moist soil,81.7,48.8,55.7,10.5,98.1,5.9
radish,Alluvial soil,66.6,46.0,59.8,12.1,99.3,5.8
radish,well-grained deep loamy moist soil,79.9,41.7,52.5,13.3,97.7,6.5
radish,Alluvial soil,67.0,47.8,52.1,17.5,98.6,5.8
radish,well-grained deep loamy moist soil,88.5,51.1,45.9,16.0,98.3,6.6
radish,Alluvial soil,91.7,47.9,45.4,12.3,100.0,6.7
radish,well-grained deep loamy moist soil,72.4,57.3,44.4,16.5,96.4,6.2
radish,Alluvial soil,81.0,51.7,49.4,13.6,98.3,6.6
radish,well-grained deep loamy moist soil,71.8,58.3,54.0,11.2,99.9,6.0
radish,Alluvial soil,87.3,43.7,53.4,17.0,96.7,5.8
radish,well-grained deep loamy moist soil,76.8,44.3,55.5,11.2,99.6,5.8
radish,Alluvial soil,90.8,47.9,43.6,13.5,96.0,6.1
radish,well-grained deep loamy moist soil,69.0,47.5,40.5,12.5,99.5,5.7
radish,Alluvial soil,99.7,40.7,44.7,13.4,97.2,6.6
radish,well-grained deep loamy moist soil,77.9,46.2,53.6,10.0,96.4,5.8
radish,Alluvial soil,91.7,58.6,52.1,10.2,99.9,5.8
radish,well-grained deep loamy moist soil,96.6,47.6,53.1,12.1,97.1,5.5
radish,Alluvial soil,65.4,57.3,41.1,13.9,96.7,6.6
radish,well-grained deep loamy moist soil,94.5,48.7,44.5,10.0,95.3,6.2
radish,Alluvial soil,76.6,44.3,47.8,10.5,96.6,5.6
radish,well-grained deep loamy moist soil,79.5,52.3,59.5,17.9,97.3,6.8
radish,Alluvial soil,91.3,58.5,54.5,12.3,96.2,5.6
radish,well-grained deep loamy moist soil,85.2,53.3,49.6,16.5,96.7,6.6
radish,Alluvial soil,79.1,43.0,46.5,10.2,95.4,5.8
radish,well-grained deep loamy moist soil,79.2,51.1,54.0,12.3,96.2,6.4
radish,Alluvial soil,98.9,45.9,57.8,12.8,97.9,6.2
radish,well-grained deep loamy moist soil,88.1,57.7,53.4,11.9,95.8,6.6
radish,Alluvial soil,74.1,47.5,48.0,11.0,95.5,5.8
radish,well-grained deep loamy moist soil,77.4,58.2,44.9,17.7,97.6,6.4
radish,Alluvial soil,85.4,43.5,52.0,14.0,95.4,6.7
radish,well-grained deep loamy moist soil,68.8,60.0,40.6,18.0,96.5,5.8
radish,Alluvial soil,74.6,49.0,42.7,17.4,99.4,6.0
radish,well-grained deep loamy moist soil,70.5,43.2,44.5,14.2,99.0,6.7
radish,Alluvial soil,94.5,53.8,53.8,14.9,96.7,6.3
radish,well-grained deep loamy moist soil,60.5,42.8,58.1,12.9,97.7,6.3
radish,Alluvial soil,69.1,49.0,43.8,13.1,97.0,6.2
radish,well-grained deep loamy moist soil,61.9,55.3,41.1,17.7,99.4,6.8
radish,Alluvial soil,95.4,59.7,50.1,12.7,95.2,5.6
radish,well-grained deep loamy moist soil,62.4,54.7,40.4,11.9,97.3,6.5
radish,Alluvial soil,65.8,42.0,53.1,11.2,96.1,6.7
radish,well-grained deep loamy moist soil,93.7,51.7,41.8,15.3,99.0,6.4
radish,Alluvial soil,94.4,40.4,48.8,16.0,97.5,6.3
radish,well-grained deep loamy moist soil,96.0,47.6,47.7,13.7,97.0,5.9
radish,Alluvial soil,74.5,58.9,44.0,13.6,95.8,5.9
radish,well-grained deep loamy moist soil,72.4,50.7,44.4,10.4,97.0,6.0
radish,Alluvial soil,90.6,40.0,48.9,11.7,98.7,6.1
radish,well-grained deep loamy moist soil,96.0,41.6,55.9,10.6,95.8,5.5
radish,Alluvial soil,85.7,52.9,49.3,15.8,98.7,6.1
radish,well-grained deep loamy moist soil,92.6,44.5,42.2,13.8,95.2,6.3
radish,Alluvial soil,67.9,45.2,59.7,14.1,96.6,5.9
radish,well-grained deep loamy moist soil,74.8,52.4,51.1,16.9,96.2,5.6
radish,Alluvial soil,98.6,48.8,44.3,14.4,97.8,6.5
radish,well-grained deep loamy moist soil,91.5,49.6,55.9,13.6,97.4,6.4
radish,Alluvial soil,78.8,58.9,58.3,11.3,98.5,6.5
radish,well-grained deep loamy moist soil,77.1,45.7,51.9,14.1,97.0,5.9
radish,Alluvial soil,72.3,45.3,41.0,11.4,96.8,6.5
radish,well-grained deep loamy moist soil,81.2,55.5,57.3,10.6,95.0,6.5
radish,Alluvial soil,78.2,58.5,40.2,12.8,95.7,6.3
radish,well-grained deep loamy moist soil,88.8,59.4,40.2,10.5,99.3,6.5
radish,Alluvial soil,83.9,40.1,57.5,13.7,98.4,6.8
radish,well-grained deep loamy moist soil,70.5,47.0,54.1,11.8,96.3,5.8
radish,Alluvial soil,74.5,52.6,54.5,17.7,97.2,5.8
radish,well-grained deep loamy moist soil,71.1,53.5,45.1,10.8,99.6,5.9
radish,Alluvial soil,75.3,45.1,47.2,13.4,95.9,6.0
radish,well-grained deep loamy moist soil,73.8,57.7,45.6,11.5,99.2,6.7
radish,Alluvial soil,61.8,54.7,43.4,10.5,95.9,6.4
radish,well-grained deep loamy moist soil,68.2,51.6,51.4,11.5,98.5,6.7
radish,Alluvial soil,89.3,42.3,48.9,12.7,98.2,6.6
radish,well-grained deep loamy moist soil,63.2,51.7,52.7,16.0,98.4,6.7
radish,Alluvial soil,84.1,50.2,42.1,11.0,96.9,6.0
radish,well-grained deep loamy moist soil,80.9,59.0,48.2,15.8,96.4,6.6
radish,Alluvial soil,78.2,54.2,49.6,15.6,96.4,6.4
radish,well-grained deep loamy moist soil,75.6,57.9,47.6,17.4,97.7,5.7
radish,Alluvial soil,84.9,50.0,58.2,14.1,97.7,6.0
radish,well-grained deep loamy moist soil,83.5,56.9,59.3,10.9,97.2,5.7
radish,Alluvial soil,71.3,51.8,46.4,10.2,99.1,5.8
radish,well-grained deep loamy moist soil,71.3,56.2,48.7,17.2,98.4,6.1
radish,Alluvial soil,96.7,41.4,57.5,15.4,97.1,6.3
radish,well-grained deep loamy moist soil,81.8,54.7,48.5,17.6,97.0,5.8
radish,Alluvial soil,72.8,45.6,44.0,10.6,96.7,6.6
radish,well-grained deep loamy moist soil,95.9,50.2,46.7,14.7,97.9,6.5
radish,Alluvial soil,90.7,47.7,40.6,11.1,97.8,5.7
radish,well-grained deep loamy moist soil,62.3,49.9,41.7,13.0,98.7,5.9
radish,Alluvial soil,70.2,59.0,44.1,11.3,97.7,6.0
radish,well-grained deep loamy moist soil,97.7,55.3,49.2,16.2,98.5,6.3
radish,Alluvial soil,80.7,40.9,50.4,13.5,97.3,6.2
radish,well-grained deep loamy moist soil,80.5,47.7,46.0,16.8,96.9,6.1
radish,Alluvial soil,86.9,59.7,42.2,12.8,99.1,6.1
radish,well-grained deep loamy moist soil,72.7,58.5,53.5,11.3,97.4,6.7
radish,Alluvial soil,99.2,56.6,41.7,10.4,95.4,6.5
radish,well-grained deep loamy moist soil,64.0,50.0,50.5,17.3,96.4,6.1
radish,Alluvial soil,96.3,40.9,43.5,16.7,96.2,5.8
radish,well-grained deep loamy moist soil,87.8,57.5,50.8,12.8,95.3,6.4
radish,Alluvial soil,96.1,52.5,40.6,14.7,95.4,5.9
radish,well-grained deep loamy moist soil,81.2,57.8,56.5,13.2,96.1,6.4
radish,Alluvial soil,86.1,42.1,57.0,12.1,96.3,6.3
radish,well-grained deep loamy moist soil,80.8,58.3,57.3,12.9,98.2,6.3
radish,Alluvial soil,76.7,56.8,40.3,10.7,96.8,5.9
radish,well-grained deep loamy moist soil,87.5,53.8,43.9,10.9,95.6,5.8
radish,Alluvial soil,68.4,47.8,45.1,14.9,96.6,6.0
radish,well-grained deep loamy moist soil,91.2,41.2,55.0,17.2,95.5,6.7
radish,Alluvial soil,71.8,40.5,52.4,14.6,98.4,5.6
radish,well-grained deep loamy moist soil,77.7,43.4,50.3,17.8,97.2,6.5
radish,Alluvial soil,81.1,43.6,58.9,14.7,95.3,5.5
radish,well-grained deep loamy moist soil,68.8,50.3,54.4,15.2,96.1,6.3
radish,Alluvial soil,96.3,50.3,47.8,11.5,96.9,6.1
radish,well-grained deep loamy moist soil,77.5,48.5,52.1,13.0,96.8,6.7
radish,Alluvial soil,80.9,47.3,57.1,16.7,97.0,6.3
radish,well-grained deep loamy moist soil,71.5,53.5,40.9,14.7,96.7,6.0
radish,Alluvial soil,68.5,47.0,57.2,14.0,99.1,5.5
radish,well-grained deep loamy moist soil,66.2,43.5,47.0,11.5,96.9,6.3
radish,Alluvial soil,66.7,59.3,40.7,16.0,96.8,6.2
radish,well-grained deep loamy moist soil,65.7,50.0,45.3,11.7,96.1,6.1
radish,Alluvial soil,79.4,42.3,51.5,15.7,98.4,6.3
radish,well-grained deep loamy moist soil,70.8,41.0,47.9,16.7,95.9,6.1
radish,Alluvial soil,86.5,55.4,48.6,11.1,98.4,6.6
radish,well-grained deep loamy moist soil,87.8,42.9,57.0,15.1,96.0,6.4
radish,Alluvial soil,70.8,40.3,45.7,13.6,99.9,6.4
radish,well-grained deep loamy moist soil,64.1,56.1,48.3,10.8,96.9,5.5
radish,Alluvial soil,76.3,53.0,53.0,13.6,98.0,6.6
radish,well-grained deep loamy moist soil,87.7,46.7,51.1,11.1,97.5,5.9
radish,Alluvial soil,98.8,40.0,58.6,11.5,99.1,5.7
radish,well-grained deep loamy moist soil,92.6,59.1,48.0,16.6,97.4,6.3
radish,Alluvial soil,66.2,45.2,46.6,14.6,96.9,5.6
radish,well-grained deep loamy moist soil,97.9,41.1,48.5,10.1,99.1,6.6
radish,Alluvial soil,98.4,52.0,46.0,14.0,99.2,6.8
radish,well-grained deep loamy moist soil,99.6,53.9,59.6,16.0,97.7,6.5
radish,Alluvial soil,75.3,42.4,52.8,15.9,99.8,6.8
radish,well-grained deep loamy moist soil,84.1,46.1,50.7,15.8,98.7,6.7
radish,Alluvial soil,65.9,48.3,44.6,10.8,95.1,5.8
radish,well-grained deep loamy moist soil,64.7,59.3,40.5,17.6,99.5,6.0
radish,Alluvial soil,74.2,41.4,54.3,12.6,98.4,6.5
radish,well-grained deep loamy moist soil,97.2,40.3,49.2,15.3,97.1,5.7
radish,Alluvial soil,89.4,51.4,53.0,14.9,96.7,5.9
radish,well-grained deep loamy moist soil,60.8,43.3,43.9,13.2,96.1,6.3
radish,Alluvial soil,94.6,57.5,46.3,11.2,97.1,6.0
radish,well-grained deep loamy moist soil,72.3,46.2,54.4,15.4,97.9,5.7
radish,Alluvial soil,91.8,49.3,45.4,13.2,96.9,5.8
radish,well-grained deep loamy moist soil,87.1,58.3,57.9,12.9,96.1,6.6
radish,Alluvial soil,77.8,45.6,50.0,13.4,96.3,6.3
radish,well-grained deep loamy moist soil,75.5,46.3,45.5,14.6,97.9,6.8
radish,Alluvial soil,65.6,57.7,56.5,12.0,98.6,5.6
radish,well-grained deep loamy moist soil,95.6,45.9,45.7,10.2,95.5,6.2
radish,Alluvial soil,93.5,58.2,50.4,13.1,98.7,5.6
radish,well-grained deep loamy moist soil,74.2,46.5,42.8,10.6,97.9,6.0
radish,Alluvial soil,74.8,45.8,41.6,16.2,97.1,5.8
radish,well-grained deep loamy moist soil,73.0,53.7,49.0,15.5,96.1,5.6
radish,Alluvial soil,79.2,56.0,41.1,16.9,98.1,6.5
radish,well-grained deep loamy moist soil,75.9,56.8,48.8,15.3,97.2,5.5
radish,Alluvial soil,84.8,43.1,42.2,12.2,97.8,6.8
radish,well-grained deep loamy moist soil,96.9,50.9,51.5,16.8,99.5,6.0
radish,Alluvial soil,81.2,56.4,49.0,13.3,98.4,5.8
radish,well-grained deep loamy moist soil,84.7,45.2,59.0,16.7,95.1,6.5
radish,Alluvial soil,65.2,49.4,45.1,15.3,95.0,5.7
radish,well-grained deep loamy moist soil,88.9,53.1,41.7,16.3,96.7,5.5
radish,Alluvial soil,68.4,44.2,50.0,12.3,97.7,5.9
radish,well-grained deep loamy moist soil,87.6,41.5,53.8,18.0,97.3,6.1
radish,Alluvial soil,69.4,55.0,40.2,10.1,96.6,6.5
radish,well-grained deep loamy moist soil,69.8,47.7,40.5,17.5,99.6,6.0
radish,Alluvial soil,92.6,50.6,53.2,17.3,96.0,6.6
radish,well-grained deep loamy moist soil,75.6,46.2,55.1,13.9,97.0,6.4
radish,Alluvial soil,72.9,55.9,55.3,17.7,100.0,6.4
radish,well-grained deep loamy moist soil,70.4,52.2,40.4,16.7,97.1,6.2
radish,Alluvial soil,69.0,59.5,57.5,13.6,97.9,6.0
radish,well-grained deep loamy moist soil,78.8,49.5,54.5,10.7,95.3,6.8
radish,Alluvial soil,69.4,57.0,56.9,11.4,98.9,6.5
radish,well-grained deep loamy moist soil,90.0,55.0,59.9,12.0,96.2,6.8
radish,Alluvial soil,72.7,56.2,49.1,16.8,97.9,6.5
radish,well-grained deep loamy moist soil,82.5,47.6,41.2,13.3,98.5,6.3
radish,Alluvial soil,93.1,55.1,43.0,13.9,98.3,6.6
radish,well-grained deep loamy moist soil,74.8,57.2,54.8,15.8,98.9,6.3
radish,Alluvial soil,86.2,56.2,58.8,13.7,98.3,5.9
radish,well-grained deep loamy moist soil,95.1,40.3,54.5,14.7,99.1,6.5
radish,Alluvial soil,94.2,58.1,41.2,10.5,96.8,5.5
radish,well-grained deep loamy moist soil,60.8,45.9,41.0,15.9,95.5,5.6
radish,Alluvial soil,77.1,58.6,48.4,16.1,98.4,6.3
radish,well-grained deep loamy moist soil,91.8,45.7,58.0,14.6,96.5,6.7
radish,Alluvial soil,77.5,46.7,45.4,11.0,96.1,5.7
radish,well-grained deep loamy moist soil,63.6,55.9,54.5,16.5,96.8,5.6
radish,Alluvial soil,96.6,42.9,57.7,14.6,95.6,5.5
radish,well-grained deep loamy moist soil,77.1,51.9,53.2,14.7,99.8,6.6
radish,Alluvial soil,70.3,50.4,48.9,14.8,97.2,6.6
radish,well-grained deep loamy moist soil,71.6,50.5,42.1,15.1,95.1,6.5
radish,Alluvial soil,69.5,51.5,45.9,10.4,97.6,5.9
radish,well-grained deep loamy moist soil,71.3,53.3,44.8,14.4,96.2,5.7
radish,Alluvial soil,87.0,54.3,49.2,10.6,97.3,5.6
radish,well-grained deep loamy moist soil,70.2,49.8,43.9,10.9,97.2,5.6
radish,Alluvial soil,89.0,49.9,57.0,12.0,95.6,6.0
radish,well-grained deep loamy moist soil,93.2,52.2,43.7,17.2,99.3,5.7
radish,Alluvial soil,96.0,47.7,42.0,14.9,95.1,5.9
radish,well-grained deep loamy moist soil,88.2,51.2,56.8,13.1,98.4,6.6
radish,Alluvial soil,84.9,49.3,47.7,13.6,97.3,5.8
radish,well-grained deep loamy moist soil,96.1,52.2,55.8,13.8,95.7,5.7
radish,Alluvial soil,78.2,40.7,49.3,12.6,95.3,6.3
radish,well-grained deep loamy moist soil,70.1,58.1,42.4,13.4,95.6,5.5
radish,Alluvial soil,95.0,59.1,57.7,14.0,96.1,5.5
radish,well-grained deep loamy moist soil,72.8,42.1,50.1,15.1,97.7,6.1
radish,Alluvial soil,78.4,41.5,43.0,14.3,98.0,6.7
radish,well-grained deep loamy moist soil,67.5,49.1,59.5,14.1,97.8,5.6
radish,Alluvial soil,96.6,40.9,59.7,17.5,95.6,6.6
radish,well-grained deep loamy moist soil,62.0,47.4,44.5,17.5,95.2,5.7
radish,Alluvial soil,95.1,44.6,53.9,15.2,95.1,6.2
radish,well-grained deep loamy moist soil,67.5,48.3,45.5,15.4,96.2,5.8
radish,Alluvial soil,91.7,49.6,41.2,10.9,99.0,6.6
radish,well-grained deep loamy moist soil,79.5,45.3,56.7,13.9,96.2,6.3
radish,Alluvial soil,79.7,58.7,42.5,15.7,98.7,5.7
radish,well-grained deep loamy moist soil,64.4,43.6,58.6,14.2,97.7,5.7
radish,Alluvial soil,84.8,54.9,48.2,14.7,99.2,6.0
radish,well-grained deep loamy moist soil,69.2,55.4,44.5,14.7,97.3,5.7
radish,Alluvial soil,71.4,40.7,59.3,10.8,95.1,5.7
radish,well-grained deep loamy moist soil,96.6,45.4,49.9,13.0,95.1,5.7
radish,Alluvial soil,83.7,41.9,52.5,14.6,97.4,5.6
radish,well-grained deep loamy moist soil,65.2,59.9,45.9,15.3,98.0,5.8
radish,Alluvial soil,95.9,40.6,52.6,14.6,99.0,5.6
radish,well-grained deep loamy moist soil,92.9,55.1,58.3,15.7,95.9,6.4
radish,Alluvial soil,74.7,53.0,51.4,13.3,99.2,6.8
radish,well-grained deep loamy moist soil,94.0,59.1,45.8,15.1,95.8,6.2
radish,Alluvial soil,63.9,47.8,56.2,15.1,96.1,6.1
radish,well-grained deep loamy moist soil,67.8,48.9,58.6,14.5,95.8,5.6
radish,Alluvial soil,75.9,58.8,59.0,11.0,97.7,6.0
radish,well-grained deep loamy moist soil,75.1,47.3,53.4,16.8,97.4,5.6
radish,Alluvial soil,62.1,48.3,47.2,16.5,98.1,5.9
radish,well-grained deep loamy moist soil,93.1,58.4,53.1,16.4,99.6,5.9
radish,Alluvial soil,71.0,47.3,58.9,10.1,96.3,5.7
radish,well-grained deep loamy moist soil,62.1,57.7,41.8,11.3,96.5,6.7
radish,Alluvial soil,77.3,47.0,58.1,15.5,98.9,6.4
radish,well-grained deep loamy moist soil,85.8,40.2,52.0,13.3,98.5,6.6
radish,Alluvial soil,94.5,40.8,55.9,17.8,97.7,6.0
radish,well-grained deep loamy moist soil,98.5,52.5,47.8,14.7,98.1,6.7
